Dc_Dist,Dispatch_Date,UCR_General
22,22-03-11,400
22,23-12-10,800
22,24-12-10,800
22,24-12-10,800
22,24-12-10,800
22,24-12-10,800
22,25-12-10,800
22,25-12-10,800
22,26-12-10,800
22,26-12-10,800
22,26-12-10,800
22,27-12-10,800
22,27-12-10,800
22,29-12-10,800
22,29-12-10,800
22,30-12-10,800
22,31-12-10,800
24,15-03-10,800
9,15-06-11,300
9,24-06-11,300
22,07-12-10,800
22,09-12-10,800
22,11-12-10,800
22,12-12-10,800
22,13-12-10,800
22,15-12-10,800
22,15-12-10,800
22,15-12-10,800
24,28-07-10,800
24,29-07-10,800
24,29-07-10,800
24,29-07-10,800
24,31-07-10,800
24,02-08-10,800
24,05-08-10,800
24,05-08-10,800
24,05-08-10,800
24,07-08-10,800
24,08-08-10,800
24,09-08-10,800
24,10-08-10,800
24,10-08-10,800
24,11-08-10,800
24,13-08-10,800
3,31-07-10,800
24,14-08-10,800
24,14-08-10,800
24,15-08-10,800
24,15-08-10,800
24,15-08-10,800
24,16-08-10,800
24,17-08-10,800
24,17-08-10,800
24,21-08-10,800
24,21-08-10,800
24,22-08-10,800
24,22-08-10,800
24,23-08-10,800
24,23-08-10,800
24,23-08-10,800
24,23-08-10,800
24,24-08-10,800
24,25-08-10,800
24,25-08-10,800
24,26-08-10,800
24,26-08-10,800
24,26-08-10,800
24,27-08-10,800
18,23-11-10,400
18,25-11-10,400
18,30-11-10,400
18,14-12-10,400
18,22-12-10,400
18,30-12-10,400
24,07-05-10,800
24,07-05-10,800
24,09-05-10,800
24,10-05-10,800
9,11-08-10,2300
9,11-08-10,2300
9,14-08-10,2300
9,18-08-10,2300
9,18-08-10,2300
18,12-07-10,400
22,16-12-10,800
22,17-12-10,800
22,17-12-10,800
22,18-12-10,800
22,18-12-10,800
22,20-12-10,800
22,22-12-10,800
22,22-12-10,800
22,23-12-10,800
22,23-12-10,800
22,23-12-10,800
18,22-11-10,900
22,02-02-10,900
22,24-04-10,900
22,21-09-10,900
25,23-03-10,900
25,02-06-10,900
26,21-05-10,900
18,19-07-10,400
18,23-07-10,400
18,26-07-10,400
18,27-07-10,400
18,02-08-10,400
18,07-08-10,400
18,09-08-10,400
18,12-08-10,400
18,13-08-10,400
18,18-08-10,400
18,20-08-10,400
18,27-08-10,400
18,27-08-10,400
18,03-09-10,400
18,10-09-10,400
18,18-09-10,400
18,18-09-10,400
18,03-10-10,400
18,29-10-10,400
18,06-11-10,400
18,10-11-10,400
18,14-11-10,400
18,15-11-10,400
18,20-11-10,400
18,20-11-10,400
24,16-03-10,800
24,17-03-10,800
24,19-03-10,800
24,19-03-10,800
24,20-03-10,800
24,22-03-10,800
24,22-03-10,800
24,24-03-10,800
22,19-10-10,300
22,20-10-10,300
22,21-10-10,300
22,22-10-10,300
22,26-10-10,300
22,28-10-10,300
22,06-11-10,300
22,14-11-10,300
22,17-11-10,300
22,19-11-10,300
22,27-11-10,300
22,14-12-10,300
22,15-12-10,300
22,18-12-10,300
22,23-12-10,300
22,31-12-10,300
24,04-01-10,300
24,06-01-10,300
24,08-01-10,300
24,15-02-10,300
24,06-03-10,300
24,07-03-10,300
24,15-04-10,300
24,25-03-10,800
24,25-03-10,800
24,25-03-10,800
24,26-03-10,800
24,26-03-10,800
24,27-03-10,800
24,27-03-10,800
24,28-03-10,800
24,28-03-10,800
24,28-03-10,800
24,29-03-10,800
24,29-03-10,800
26,03-02-11,2400
26,19-02-11,2400
26,20-02-11,2400
26,23-02-11,2400
26,23-02-11,2400
26,28-02-11,2400
26,22-03-11,2400
26,22-03-11,2400
26,25-03-11,2400
26,25-03-11,2400
26,25-03-11,2400
26,04-04-11,2400
26,19-04-11,2400
26,26-04-11,2400
26,29-04-11,2400
22,24-08-10,300
22,07-09-10,300
22,26-09-10,300
22,02-10-10,300
22,21-11-10,300
26,04-05-11,2400
26,16-05-11,2400
26,05-06-11,2400
26,05-06-11,2400
26,10-06-11,2400
26,13-06-11,2400
26,21-06-11,2400
26,22-06-11,2400
26,22-06-11,2400
25,06-05-10,2400
22,25-11-10,300
22,10-12-10,300
22,19-12-10,300
22,23-12-10,300
24,14-01-10,300
24,13-02-10,300
24,03-03-10,300
24,22-05-10,300
24,18-06-10,300
24,18-06-10,300
24,03-08-10,300
24,17-08-10,300
24,18-09-10,300
24,21-09-10,300
24,28-09-10,300
24,06-10-10,300
24,29-10-10,300
24,31-10-10,300
24,05-12-10,300
25,08-01-10,300
25,10-01-10,300
25,20-01-10,300
25,29-03-10,300
25,20-07-10,300
25,20-07-10,300
25,26-07-10,300
25,09-10-10,300
6,20-02-10,400
6,21-02-10,400
6,21-02-10,400
6,25-02-10,400
6,26-03-10,400
6,03-04-10,400
6,06-04-10,400
6,08-04-10,400
6,11-04-10,400
6,13-04-10,400
6,16-04-10,400
6,25-04-10,400
6,02-05-10,400
6,05-05-10,400
6,06-05-10,400
6,16-05-10,400
6,04-06-10,400
6,06-06-10,400
26,07-07-10,2400
12,19-05-11,2100
12,19-05-11,2100
12,20-05-11,2100
12,23-05-11,2100
12,24-05-11,2100
12,26-05-11,2100
12,27-05-11,2100
12,28-05-11,2100
12,29-05-11,2100
12,29-05-11,2100
12,30-05-11,2100
12,30-05-11,2100
12,31-05-11,2100
12,01-06-11,2100
12,03-06-11,2100
12,03-06-11,2100
12,03-06-11,2100
12,04-06-11,2100
12,04-06-11,2100
12,05-06-11,2100
12,05-06-11,2100
12,05-06-11,2100
12,06-06-11,2100
12,09-06-11,2100
22,07-07-10,800
22,08-07-10,800
22,08-07-10,800
22,09-07-10,800
22,09-07-10,800
12,10-06-11,2100
12,11-06-11,2100
12,11-06-11,2100
12,11-06-11,2100
12,12-06-11,2100
12,13-06-11,2100
12,14-06-11,2100
12,14-06-11,2100
12,16-06-11,2100
12,17-06-11,2100
12,18-06-11,2100
12,18-06-11,2100
12,19-06-11,2100
12,20-06-11,2100
12,21-06-11,2100
12,22-06-11,2100
12,23-06-11,2100
12,23-06-11,2100
12,24-06-11,2100
12,24-06-11,2100
16,21-03-11,2100
16,31-03-11,2100
16,02-04-11,2100
16,05-04-11,2100
22,21-06-10,800
22,22-06-10,800
22,23-06-10,800
22,23-06-10,800
22,24-06-10,800
22,26-06-10,800
22,28-06-10,800
22,28-06-10,800
22,29-06-10,800
22,29-06-10,800
22,29-06-10,800
22,01-07-10,800
22,03-07-10,800
22,04-07-10,800
22,04-07-10,800
22,04-07-10,800
22,05-07-10,800
25,21-05-10,2400
25,25-05-10,2400
25,26-05-10,2400
25,29-05-10,2400
25,31-05-10,2400
25,04-06-10,2400
25,05-06-10,2400
25,12-06-10,2400
25,16-06-10,2400
22,27-07-10,800
22,27-07-10,800
22,28-07-10,800
22,28-07-10,800
22,28-07-10,800
22,29-07-10,800
22,31-07-10,800
22,01-08-10,800
22,01-08-10,800
22,02-08-10,800
22,02-08-10,800
22,03-08-10,800
22,03-08-10,800
25,21-06-10,2400
25,22-06-10,2400
25,30-06-10,2400
25,03-07-10,2400
25,09-07-10,2400
25,10-07-10,2400
25,13-07-10,2400
25,16-07-10,2400
22,01-11-10,300
22,03-11-10,300
22,03-11-10,300
22,05-11-10,300
22,12-11-10,300
22,14-11-10,300
22,05-08-10,800
22,06-08-10,800
22,07-08-10,800
22,11-08-10,800
22,11-08-10,800
22,12-08-10,800
22,12-08-10,800
22,13-08-10,800
22,14-08-10,800
22,17-08-10,800
22,17-08-10,800
22,18-08-10,800
22,21-08-10,800
22,22-08-10,800
22,24-08-10,800
22,27-08-10,800
22,01-09-10,800
22,01-09-10,800
22,01-09-10,800
22,05-09-10,800
22,06-09-10,800
22,06-09-10,800
22,06-09-10,800
22,06-09-10,800
22,07-09-10,800
22,09-09-10,800
22,14-09-10,800
22,14-09-10,800
22,14-09-10,800
22,15-09-10,800
22,16-09-10,800
22,16-09-10,800
22,16-09-10,800
22,17-09-10,800
22,17-09-10,800
22,18-09-10,800
22,18-09-10,800
22,20-09-10,800
22,20-09-10,800
22,21-09-10,800
22,22-09-10,800
22,26-09-10,800
22,26-09-10,800
22,26-09-10,800
24,08-05-10,300
24,11-05-10,300
24,30-05-10,300
24,15-06-10,300
24,27-06-10,300
24,15-07-10,300
24,06-08-10,300
24,24-09-10,300
24,28-09-10,300
24,30-09-10,300
24,29-10-10,300
24,12-11-10,300
24,05-12-10,300
25,01-01-10,300
25,16-02-10,300
25,17-02-10,300
25,08-03-10,300
22,19-11-10,1500
12,15-04-11,800
12,02-05-11,800
12,03-05-11,800
12,06-05-11,800
12,19-05-11,800
12,29-05-11,800
12,31-05-11,800
16,05-01-11,2100
16,06-01-11,2100
25,17-03-10,300
25,20-04-10,300
16,08-01-11,2100
16,15-01-11,2100
16,20-01-11,2100
16,20-01-11,2100
16,22-01-11,2100
16,28-01-11,2100
16,30-01-11,2100
16,03-02-11,2100
16,04-02-11,2100
16,04-02-11,2100
16,06-02-11,2100
16,08-02-11,2100
16,12-02-11,2100
16,13-02-11,2100
16,14-02-11,2100
16,14-02-11,2100
25,16-07-10,2400
25,17-07-10,2400
25,18-07-10,2400
25,18-07-10,2400
25,17-05-10,300
25,29-06-10,300
25,03-07-10,300
25,15-07-10,300
25,01-09-10,300
25,11-09-10,300
25,03-10-10,300
25,22-10-10,300
25,18-12-10,300
16,23-02-11,2100
16,26-02-11,2100
16,02-03-11,2100
16,04-03-11,2100
16,04-03-11,2100
16,10-03-11,2100
16,10-03-11,2100
16,12-03-11,2100
16,14-03-11,2100
16,16-03-11,2100
16,18-03-11,2100
16,18-03-11,2100
16,19-03-11,2100
25,17-10-10,300
25,17-10-10,300
26,31-01-10,300
26,01-02-10,300
25,23-05-10,1500
25,19-10-10,300
25,22-11-10,300
26,06-01-10,300
26,13-01-10,300
26,01-03-10,300
26,04-03-10,300
26,08-04-10,300
26,29-04-10,300
26,22-05-10,300
26,15-06-10,300
26,13-07-10,300
26,21-07-10,300
26,06-08-10,300
26,22-09-10,300
22,10-07-10,800
22,13-07-10,800
22,13-07-10,800
22,14-07-10,800
22,15-07-10,800
22,15-07-10,800
22,17-07-10,800
22,17-07-10,800
22,17-07-10,800
22,19-07-10,800
22,21-07-10,800
22,21-07-10,800
22,22-07-10,800
22,22-07-10,800
22,22-07-10,800
22,23-07-10,800
22,24-07-10,800
22,24-07-10,800
25,14-05-10,2400
25,20-05-10,2400
16,01-01-10,1500
1,27-01-11,400
1,01-02-11,400
1,05-05-11,400
17,06-03-10,1500
17,29-04-10,1500
18,17-09-10,1500
18,07-12-10,1500
22,06-03-10,1500
22,22-03-10,1500
22,22-04-10,1500
22,26-05-10,1500
22,03-07-10,1500
22,15-07-10,1500
22,14-08-10,1500
22,07-09-10,1500
22,24-09-10,1500
22,27-10-10,1500
24,12-08-10,1500
25,30-01-10,1500
25,09-02-10,1500
25,15-06-10,1500
25,25-06-10,1500
25,13-07-10,1500
25,22-07-10,1500
25,29-07-10,1500
25,24-08-10,1500
25,25-09-10,1500
1,23-02-11,800
1,24-02-11,800
1,24-02-11,800
1,28-02-11,800
1,02-03-11,800
1,02-03-11,800
1,03-03-11,800
1,03-03-11,800
1,08-03-11,800
1,11-03-11,800
1,01-01-11,800
1,02-01-11,800
1,06-01-11,800
1,07-01-11,800
1,10-01-11,800
1,11-01-11,800
1,11-01-11,800
1,13-01-11,800
1,16-01-11,800
1,17-01-11,800
1,17-01-11,800
1,19-01-11,800
1,20-01-11,800
1,21-01-11,800
1,21-01-11,800
1,23-01-11,800
1,24-01-11,800
1,29-01-11,800
1,30-01-11,800
1,31-01-11,800
1,03-02-11,800
1,08-02-11,800
1,09-02-11,800
1,10-02-11,800
1,13-02-11,800
1,20-02-11,800
16,15-01-10,400
16,21-01-10,400
16,03-02-10,400
16,14-02-10,400
16,24-02-10,400
16,27-02-10,400
16,04-03-10,400
16,21-03-10,400
16,23-03-10,400
16,30-03-10,400
16,03-05-10,400
16,05-05-10,400
18,09-01-11,800
18,09-01-11,800
18,02-02-11,800
18,18-03-11,800
18,06-06-11,800
1,26-03-11,800
1,03-06-11,800
1,10-06-11,800
18,21-06-11,800
18,22-02-11,2100
18,22-02-11,2100
18,24-02-11,2100
18,26-02-11,2100
18,26-02-11,2100
18,27-02-11,2100
18,27-02-11,2100
18,28-02-11,2100
18,01-03-11,2100
18,02-03-11,2100
18,02-03-11,2100
18,03-03-11,2100
18,03-03-11,2100
18,04-03-11,2100
18,05-03-11,2100
16,13-01-11,800
16,22-01-11,800
16,23-01-11,800
16,13-02-11,800
16,03-03-11,800
16,03-03-11,800
16,04-03-11,800
16,04-03-11,800
16,07-03-11,800
16,14-03-11,800
16,10-04-11,800
16,14-04-11,800
16,19-04-11,800
16,22-05-10,400
16,12-06-10,400
16,16-06-10,400
16,18-06-10,400
16,21-06-10,400
16,25-06-10,400
16,28-06-10,400
16,30-07-10,400
16,11-08-10,400
16,15-08-10,400
18,27-03-10,300
18,03-04-10,300
18,06-04-10,300
18,21-04-10,300
1,11-03-11,800
1,12-03-11,800
1,15-03-11,800
1,16-03-11,800
1,17-03-11,800
1,18-03-11,800
1,20-03-11,800
1,22-03-11,800
1,24-03-11,800
1,11-04-11,800
1,14-04-11,800
1,26-04-11,800
1,27-04-11,800
1,28-04-11,800
1,28-04-11,800
1,30-04-11,800
1,30-04-11,800
1,04-05-11,800
1,06-05-11,800
1,10-05-11,800
1,16-05-11,800
9,18-04-10,2300
9,20-04-10,2300
9,20-04-10,2300
16,22-08-10,400
16,04-09-10,400
16,12-09-10,400
16,02-10-10,400
16,10-10-10,400
16,17-10-10,400
16,19-10-10,400
16,23-10-10,400
16,23-10-10,400
16,18-11-10,400
22,08-01-10,400
22,08-01-10,400
22,13-01-10,400
22,02-02-10,400
22,07-02-10,400
22,12-02-10,400
22,12-02-10,400
22,15-02-10,400
22,16-02-10,400
22,17-02-10,400
22,27-02-10,400
22,11-03-10,400
22,15-03-10,400
9,03-05-10,2300
9,04-05-10,2300
9,08-05-10,2300
9,11-05-10,2300
9,16-05-10,2300
9,17-05-10,2300
9,26-05-10,2300
9,15-06-10,2300
9,17-06-10,2300
9,17-06-10,2300
9,24-06-10,2300
9,26-06-10,2300
9,26-06-10,2300
9,09-07-10,2300
9,15-07-10,2300
9,15-07-10,2300
9,23-07-10,2300
9,29-07-10,2300
9,29-07-10,2300
9,03-08-10,2300
9,03-08-10,2300
9,07-08-10,2300
9,10-08-10,2300
9,11-08-10,2300
3,29-01-11,800
3,21-02-11,800
3,30-04-11,800
3,20-05-11,800
3,11-06-11,800
9,09-04-10,2300
9,15-04-10,2300
9,16-04-10,2300
22,16-03-10,400
22,20-03-10,400
22,21-03-10,400
6,20-03-11,800
6,15-05-11,800
6,04-06-11,800
6,04-06-11,800
6,12-06-11,800
6,27-06-11,800
17,24-06-11,2100
18,01-01-11,2100
18,03-01-11,2100
18,06-01-11,2100
18,07-01-11,2100
18,08-01-11,2100
18,12-01-11,2100
18,13-01-11,2100
18,13-01-11,2100
6,02-01-11,800
6,30-01-11,800
6,03-03-11,800
9,16-04-10,2300
18,13-01-11,2100
18,14-01-11,2100
18,14-01-11,2100
18,15-01-11,2100
18,18-01-11,2100
18,23-01-11,2100
18,23-01-11,2100
18,28-01-11,2100
18,29-01-11,2100
18,31-01-11,2100
18,01-02-11,2100
18,03-02-11,2100
18,05-02-11,2100
18,06-02-11,2100
18,06-02-11,2100
18,08-02-11,2100
18,09-02-11,2100
18,10-02-11,2100
18,13-02-11,2100
18,14-02-11,2100
18,15-02-11,2100
18,16-02-11,2100
18,18-02-11,2100
18,21-02-11,2100
16,24-04-11,800
16,23-05-11,800
16,31-05-11,800
16,01-06-11,800
16,01-06-11,800
16,20-06-11,800
16,27-06-11,800
1,17-05-11,800
1,24-05-11,800
1,29-05-11,800
1,01-06-11,800
1,01-06-11,800
1,06-06-11,800
1,10-06-11,800
24,05-04-10,400
24,11-04-10,400
24,02-05-10,400
24,02-05-10,400
24,05-05-10,400
24,14-05-10,400
24,19-05-10,400
26,30-09-10,1500
24,02-06-10,400
24,05-06-10,400
24,13-06-10,400
24,14-06-10,400
24,18-06-10,400
24,21-06-10,400
24,30-06-10,400
24,02-07-10,400
24,05-07-10,400
24,23-07-10,800
24,25-07-10,800
24,27-07-10,800
24,28-07-10,800
22,04-12-10,800
22,04-12-10,800
22,05-12-10,800
22,05-12-10,800
9,04-01-11,300
9,06-01-11,300
9,16-01-11,300
9,20-01-11,300
9,23-01-11,300
9,16-03-11,300
9,16-12-10,300
12,27-01-10,300
12,05-02-10,300
12,19-03-10,300
12,01-05-10,300
12,13-05-10,300
12,17-07-10,300
12,27-11-10,300
18,02-05-11,2100
18,04-05-11,2100
18,05-05-11,2100
18,06-05-11,2100
18,11-05-11,2100
18,12-05-11,2100
18,14-05-11,2100
18,15-05-11,2100
18,17-05-11,2100
18,26-05-11,2100
18,28-05-11,2100
18,28-05-11,2100
18,28-05-11,2100
18,29-05-11,2100
18,31-05-11,2100
18,02-06-11,2100
18,03-06-11,2100
18,03-06-11,2100
18,04-06-11,2100
18,06-06-11,2100
18,08-06-11,2100
18,10-06-11,2100
18,11-06-11,2100
18,11-06-11,2100
18,14-06-11,2100
18,16-06-11,2100
18,18-06-11,2100
18,19-06-11,2100
18,20-06-11,2100
9,23-03-11,300
9,10-04-11,300
9,11-04-11,300
9,20-04-11,300
9,25-04-11,300
9,27-04-11,300
9,28-04-11,300
9,10-05-11,300
9,14-05-11,300
9,19-05-11,300
9,20-05-11,300
9,20-05-11,300
9,20-05-11,300
9,26-05-11,300
9,27-05-11,300
9,28-05-11,300
9,04-06-11,300
9,04-06-11,300
18,28-03-11,2100
18,31-03-11,2100
18,01-04-11,2100
18,01-04-11,2100
18,02-04-11,2100
18,03-04-11,2100
18,06-04-11,2100
18,07-04-11,2100
18,08-04-11,2100
18,09-04-11,2100
18,10-04-11,2100
18,12-04-11,2100
18,12-04-11,2100
18,21-06-11,2100
18,21-06-11,2100
18,21-06-11,2100
18,22-06-11,2100
18,23-06-11,2100
26,08-04-10,2400
26,21-04-10,2400
26,22-04-10,2400
26,23-04-10,2400
26,24-04-10,2400
26,24-04-10,2400
26,24-04-10,2400
26,26-04-10,2400
26,29-04-10,2400
24,11-05-10,800
24,12-05-10,800
24,12-05-10,800
24,16-05-10,800
24,16-05-10,800
24,17-05-10,800
24,17-05-10,800
24,17-05-10,800
24,20-05-10,800
24,22-05-10,800
24,23-05-10,800
24,24-05-10,800
24,25-05-10,800
24,26-05-10,800
24,27-05-10,800
24,28-05-10,800
24,28-05-10,800
24,30-05-10,800
24,31-05-10,800
24,01-06-10,800
24,01-06-10,800
24,01-06-10,800
24,03-06-10,800
24,03-06-10,800
24,04-06-10,800
24,05-06-10,800
24,06-06-10,800
24,06-06-10,800
24,06-06-10,800
24,08-06-10,800
24,08-06-10,800
24,09-06-10,800
24,10-06-10,800
24,13-06-10,800
24,14-06-10,800
24,14-06-10,800
24,17-06-10,800
26,05-02-10,2400
26,15-02-10,2400
26,27-02-10,2400
26,27-02-10,2400
26,02-03-10,2400
26,05-03-10,2400
26,10-03-10,2400
26,11-03-10,2400
26,11-03-10,2400
26,16-03-10,2400
26,26-03-10,2400
26,31-03-10,2400
16,29-05-10,300
16,29-07-10,300
17,25-03-10,300
18,27-01-10,300
18,03-03-10,300
1,22-04-10,800
3,23-06-10,800
1,23-02-11,300
1,02-03-11,300
1,18-03-10,400
1,18-04-10,400
1,27-04-10,400
1,27-04-10,400
1,05-05-10,400
1,12-06-10,400
1,17-06-10,400
1,17-08-10,400
18,14-04-11,2100
18,15-04-11,2100
18,16-04-11,2100
18,17-04-11,2100
18,17-04-11,2100
18,20-04-11,2100
18,21-04-11,2100
6,20-07-10,800
9,08-01-10,800
9,29-01-10,800
9,01-02-10,800
9,07-04-10,800
9,10-04-10,800
12,05-03-10,800
12,14-06-10,800
12,19-07-10,800
12,17-09-10,800
12,10-11-10,800
18,04-03-10,800
18,18-05-10,800
1,01-01-11,900
1,24-06-11,900
26,04-05-10,2400
26,15-05-10,2400
26,15-05-10,2400
26,18-05-10,2400
26,19-05-10,2400
26,19-05-10,2400
26,22-05-10,2400
26,22-05-10,2400
26,25-05-10,2400
26,25-05-10,2400
26,25-05-10,2400
26,28-05-10,2400
26,04-06-10,2400
26,04-06-10,2400
26,07-06-10,2400
26,15-06-10,2400
26,15-06-10,2400
26,24-06-10,2400
26,25-06-10,2400
26,28-06-10,2400
26,29-06-10,2400
26,01-07-10,2400
18,21-04-11,2100
18,21-04-11,2100
18,22-04-11,2100
18,23-04-11,2100
18,24-04-11,2100
18,24-04-11,2100
18,24-04-11,2100
18,27-04-11,2100
18,28-04-11,2100
18,29-04-11,2100
18,01-05-11,2100
18,01-05-11,2100
18,01-05-11,2100
3,27-04-11,400
12,01-01-11,400
26,03-07-10,2400
26,06-07-10,2400
24,17-06-10,800
24,20-06-10,800
24,20-06-10,800
24,20-06-10,800
24,21-06-10,800
24,21-06-10,800
24,23-06-10,800
24,23-06-10,800
24,24-06-10,800
24,25-06-10,800
24,26-06-10,800
24,26-06-10,800
24,27-06-10,800
24,29-06-10,800
24,30-06-10,800
24,01-07-10,800
24,01-07-10,800
24,03-07-10,800
24,04-07-10,800
24,04-07-10,800
24,05-07-10,800
24,06-07-10,800
24,06-07-10,800
24,07-07-10,800
24,10-07-10,800
24,11-07-10,800
24,15-07-10,800
24,16-07-10,800
24,18-07-10,800
24,19-07-10,800
24,19-07-10,800
24,22-07-10,800
24,23-07-10,800
24,28-08-10,800
24,29-08-10,800
24,29-08-10,800
24,29-08-10,800
24,29-08-10,800
24,30-08-10,800
24,30-08-10,800
24,04-09-10,800
24,04-09-10,800
24,05-09-10,800
24,05-09-10,800
3,27-01-11,900
3,19-04-11,900
3,11-06-11,900
24,05-09-10,800
24,09-09-10,800
24,09-09-10,800
24,12-09-10,800
24,15-09-10,800
24,15-09-10,800
24,16-09-10,800
24,16-09-10,800
24,16-09-10,800
24,17-09-10,800
24,18-09-10,800
24,18-09-10,800
24,18-09-10,800
24,19-09-10,800
16,21-11-10,400
24,19-09-10,800
24,20-09-10,800
24,20-09-10,800
24,20-09-10,800
24,21-09-10,800
24,23-09-10,800
24,25-09-10,800
24,26-09-10,800
24,27-09-10,800
24,27-09-10,800
24,27-09-10,800
24,27-09-10,800
24,28-09-10,800
16,22-12-10,400
22,08-03-11,2100
22,10-03-11,2100
22,11-03-11,2100
22,11-03-11,2100
22,11-03-11,2100
22,12-03-11,2100
22,12-03-11,2100
22,12-03-11,2100
22,12-03-11,2100
22,19-03-11,2100
22,20-03-11,2100
22,20-03-11,2100
22,21-03-11,2100
22,22-03-11,2100
22,24-03-11,2100
22,24-03-11,2100
22,24-03-11,2100
22,26-03-11,2100
22,27-03-11,2100
22,27-03-11,2100
22,29-03-11,2100
22,31-03-11,2100
22,31-03-11,2100
22,01-04-11,2100
22,01-04-11,2100
22,02-04-11,2100
22,02-04-11,2100
22,02-04-11,2100
22,03-04-11,2100
22,06-04-11,2100
22,07-04-11,2100
22,08-04-11,2100
22,01-01-11,1500
22,01-01-11,1500
22,08-01-11,1500
22,15-01-11,1500
22,18-01-11,1500
22,18-01-11,1500
22,19-01-11,1500
22,10-08-10,900
24,20-04-10,900
22,06-01-11,800
22,09-01-11,800
22,12-01-11,800
22,14-01-11,800
22,15-01-11,800
22,16-01-11,800
22,22-01-11,800
22,24-01-11,800
22,29-01-11,800
22,03-02-11,800
22,10-04-11,2100
22,11-04-11,2100
22,13-04-11,2100
22,14-04-11,2100
22,15-04-11,2100
22,16-04-11,2100
22,17-04-11,2100
22,17-04-11,2100
22,17-04-11,2100
22,19-04-11,2100
22,20-04-11,2100
22,20-04-11,2100
22,20-04-11,2100
22,22-04-11,2100
22,25-04-11,2100
22,12-02-11,2100
22,26-04-11,2100
22,27-04-11,2100
22,29-04-11,2100
22,29-04-11,2100
22,29-04-11,2100
22,30-04-11,2100
22,01-05-11,2100
22,03-05-11,2100
22,05-05-11,2100
22,07-05-11,2100
22,08-05-11,2100
22,11-05-11,2100
22,12-05-11,2100
22,08-04-11,2100
22,08-04-11,2100
22,09-04-11,2100
22,09-04-11,2100
22,09-04-11,2100
26,22-06-10,300
1,13-03-11,400
1,24-03-11,400
1,26-05-11,400
1,04-06-11,400
1,16-06-11,400
26,21-04-10,900
22,01-01-11,1500
22,01-01-11,1500
24,18-08-10,300
24,05-10-10,300
26,25-01-10,300
26,28-11-10,300
17,10-05-10,1500
17,18-05-10,1500
22,01-01-11,800
22,01-01-11,800
22,02-01-11,800
22,05-01-11,800
22,05-03-11,2100
22,07-03-11,2100
22,03-09-10,400
22,08-09-10,400
22,16-09-10,400
22,18-09-10,400
22,23-09-10,400
22,24-09-10,400
22,02-10-10,400
22,19-10-10,400
22,29-10-10,400
22,31-10-10,400
22,07-11-10,400
22,19-11-10,400
22,22-11-10,400
22,02-12-10,400
22,23-12-10,400
24,17-01-10,400
24,21-01-10,400
24,21-01-10,400
24,21-01-10,400
24,30-01-10,400
24,03-02-10,400
24,04-02-10,400
24,20-02-10,400
24,04-03-10,400
24,06-03-10,400
24,12-03-10,400
24,18-03-10,400
24,21-03-10,400
24,25-03-10,400
24,28-03-10,400
25,14-09-10,800
25,15-09-10,800
25,15-09-10,800
25,16-09-10,800
25,17-09-10,800
25,17-09-10,800
25,17-09-10,800
25,18-09-10,800
25,18-09-10,800
25,19-09-10,800
25,19-09-10,800
25,19-09-10,800
25,19-09-10,800
25,19-09-10,800
25,20-09-10,800
25,20-09-10,800
25,21-09-10,800
25,21-09-10,800
25,22-09-10,800
25,22-09-10,800
25,22-09-10,800
25,23-09-10,800
22,27-03-10,400
22,01-04-10,400
25,23-09-10,800
22,15-04-10,400
22,17-04-10,400
22,18-04-10,400
22,24-04-10,400
22,27-04-10,400
22,02-05-10,400
22,03-05-10,400
25,23-09-10,800
25,23-09-10,800
25,23-09-10,800
25,24-09-10,800
25,25-09-10,800
25,25-09-10,800
25,26-09-10,800
25,28-09-10,800
25,28-09-10,800
25,29-09-10,800
25,29-09-10,800
25,01-10-10,800
25,01-10-10,800
25,03-10-10,800
25,03-10-10,800
9,09-04-10,2300
9,09-04-10,2300
9,09-04-10,2300
1,20-01-11,800
1,18-02-11,800
18,05-03-11,2100
18,06-03-11,2100
18,06-03-11,2100
18,09-03-11,2100
18,15-03-11,2100
18,16-03-11,2100
18,17-03-11,2100
18,18-03-11,2100
18,18-03-11,2100
18,19-03-11,2100
18,22-03-11,2100
18,23-03-11,2100
18,23-03-11,2100
18,25-03-11,2100
18,25-03-11,2100
18,26-03-11,2100
18,27-03-11,2100
18,28-03-11,2100
18,28-03-11,2100
18,19-02-10,400
18,27-02-10,400
18,03-03-10,400
18,10-03-10,400
18,10-03-10,400
18,08-04-10,400
18,09-04-10,400
18,13-04-10,400
18,13-04-10,400
18,15-04-10,400
18,11-05-10,400
18,26-05-10,400
18,30-05-10,400
18,31-05-10,400
22,08-05-10,400
22,01-06-10,400
22,05-06-10,400
22,08-06-10,400
22,15-06-10,400
22,17-06-10,400
22,18-06-10,400
22,19-06-10,400
22,22-06-10,400
22,25-06-10,400
22,28-06-10,400
22,06-07-10,400
22,08-07-10,400
22,08-07-10,400
22,10-07-10,400
22,15-07-10,400
22,21-07-10,400
22,23-07-10,400
22,27-07-10,400
22,03-08-10,400
22,04-08-10,400
22,12-08-10,400
22,15-08-10,400
22,15-08-10,400
22,20-08-10,400
22,07-11-10,800
22,08-11-10,800
22,09-11-10,800
22,10-11-10,800
22,10-11-10,800
22,11-11-10,800
22,11-11-10,800
22,12-11-10,800
22,12-11-10,800
22,13-11-10,800
22,14-11-10,800
22,15-11-10,800
22,15-11-10,800
22,15-11-10,800
22,16-11-10,800
22,17-11-10,800
22,21-11-10,800
22,22-11-10,800
